specimen,class,cap.color,cap.shape,cap.surface,gill.size,gill.color,gill.attachment,population
1885,e,n,f,f,b,w,f,v
1886,e,w,f,f,n,p,f,v
1887,e,w,f,f,b,k,f,a
1888,p,w,f,y,n,n,f,s
1889,e,g,f,f,b,n,f,v
1890,e,n,x,f,b,w,f,v
1891,e,w,x,s,b,k,f,a
1892,e,w,x,f,b,h,f,a
1894,e,n,x,f,b,n,f,a
1895,e,g,x,s,b,h,f,a
1897,e,n,x,f,b,u,f,y
1898,e,g,f,s,b,k,f,s
1899,e,n,f,s,b,n,f,a
1901,e,g,f,f,b,n,f,y
1902,e,w,x,s,b,h,f,a
1903,e,n,f,f,b,k,f,a
1904,e,w,f,s,b,h,f,s
1905,e,g,x,f,b,k,f,s
1906,e,n,f,f,b,k,f,a
1907,e,n,f,f,b,p,f,a
1908,e,n,x,f,b,w,f,v
1910,e,w,f,s,b,n,f,s
1911,e,e,x,y,b,p,f,v
1912,e,g,x,y,b,u,f,v
1915,e,g,f,f,b,p,f,a
1916,e,y,f,y,b,p,f,y
1917,p,w,f,y,n,w,f,v
1919,e,n,f,f,b,k,f,s
1920,e,n,f,f,b,p,f,v
1922,e,g,f,f,b,p,f,a
1923,e,n,x,f,b,n,f,s
1926,e,n,f,f,b,w,f,v
1927,e,n,x,f,b,p,f,s
1928,e,n,x,f,b,p,f,a
1929,e,w,f,s,b,h,f,s
1931,p,w,f,y,n,w,f,s
1932,e,w,b,s,b,k,f,s
1933,e,n,x,f,b,w,f,v
1934,e,g,f,f,b,k,f,a
1937,e,w,f,s,n,n,f,v
1939,e,w,x,s,b,h,f,a
1942,e,n,f,f,b,n,f,v
1943,e,n,x,f,b,n,f,v
1944,e,w,f,f,b,k,f,s
1945,e,n,f,s,b,n,f,s
1947,e,n,f,f,b,p,f,s
1948,e,g,x,y,b,w,f,y
1949,e,g,x,y,b,n,f,v
1950,e,g,x,f,b,p,f,a
1951,e,g,x,f,b,w,f,v
1952,e,e,x,y,b,u,f,v
1953,e,g,x,f,b,p,f,y
1954,e,g,x,f,b,u,f,v
1955,e,n,x,f,b,p,f,v
1957,e,n,x,f,b,k,f,s
1958,e,n,x,y,b,w,f,v
1960,p,n,f,y,n,w,f,s
1961,e,g,x,f,b,u,f,y
1962,e,g,x,f,b,h,f,s
1963,e,e,x,f,b,u,f,v
1964,e,n,f,f,b,k,f,s
1966,e,n,f,s,b,p,f,s
1967,e,e,x,y,b,w,f,v
1969,e,n,f,f,b,n,f,v
1970,e,w,f,s,b,h,f,s
1972,e,n,f,f,b,h,f,s
1973,p,n,x,s,n,w,f,v
1974,e,n,x,f,b,p,f,y
1975,e,n,f,s,b,k,f,s
1976,p,w,f,y,n,n,f,s
1977,e,n,x,f,b,n,f,v
1980,e,e,x,f,b,p,f,v
1981,e,w,f,f,b,p,f,s
1982,e,w,x,f,b,h,f,s
1983,e,w,x,y,b,k,f,n
1984,e,w,x,s,b,p,f,s
1985,e,g,x,y,b,u,f,v
1988,p,w,f,y,n,n,f,s
1989,e,e,x,f,b,w,f,v
1990,p,n,f,s,n,n,f,s
1991,p,n,f,y,n,w,f,v
1992,e,g,x,f,b,p,f,v
1993,e,n,f,s,b,h,f,a
1994,e,g,x,f,b,p,f,y
1995,e,n,x,f,b,h,f,a
1996,e,n,x,f,b,w,f,y
1999,e,n,x,s,b,k,f,a
2001,e,n,x,f,b,w,f,v
2002,e,e,x,y,b,u,f,v
2003,e,n,f,s,b,k,f,a
2004,e,n,x,f,b,w,f,y
2005,p,w,f,y,n,w,f,v
2006,e,y,x,y,b,n,f,s
2007,p,n,f,s,n,p,f,s
2008,e,w,f,f,b,h,f,s
2009,e,n,f,f,b,n,f,a
2010,p,n,f,s,n,w,f,v
2011,e,n,x,s,b,k,f,a
2012,e,n,x,f,b,n,f,s
2015,e,w,x,f,b,k,f,s
2016,e,g,f,s,b,p,f,a
2017,e,w,f,f,b,h,f,s
2018,e,y,f,s,n,n,f,v
2021,e,n,x,f,b,u,f,y
2023,e,n,x,f,b,u,f,y
2024,e,n,x,f,b,k,f,s
2025,e,g,x,f,b,u,f,y
2026,e,n,x,f,b,n,f,v
2027,e,g,x,f,b,p,f,a
2028,e,n,x,f,b,n,f,v
2029,e,n,x,s,b,h,f,a
2030,e,w,b,y,b,k,f,s
2031,e,e,x,y,b,u,f,v
2032,e,n,f,s,b,h,f,s
2033,e,e,x,f,b,w,f,y
2034,e,n,f,y,b,p,f,y
2035,e,g,x,y,b,u,f,v
2036,e,g,x,s,b,p,f,a
2037,e,n,x,s,b,k,f,s
2038,e,g,x,f,b,p,f,a
2039,e,g,x,s,b,n,f,a
2040,e,e,x,y,b,w,f,y
2041,e,g,f,f,b,w,f,y
2042,e,n,f,f,b,n,f,y
2043,e,n,x,f,b,k,f,s
2044,e,n,f,s,b,n,f,s
2045,e,w,x,f,b,n,f,s
2046,e,y,x,y,b,p,f,s
2047,e,e,x,f,b,u,f,v
2048,e,n,x,f,b,h,f,s
2049,e,n,x,y,b,p,f,v
2050,e,g,f,f,b,n,f,y
2051,e,w,x,f,b,k,f,a
2052,e,w,x,y,b,k,f,s
2054,e,w,f,s,b,p,f,a
2055,e,n,f,f,b,u,f,v
2057,e,g,x,f,b,u,f,v
2058,e,n,x,f,b,p,f,y
2059,e,w,x,f,b,p,f,a
2060,e,w,x,s,b,n,f,n
2061,e,g,f,s,b,n,f,s
2062,p,n,f,y,n,n,f,v
2064,e,n,x,f,b,n,f,v
2065,e,w,x,f,b,n,f,s
2066,e,n,x,y,b,u,f,v
2067,e,e,x,y,b,p,f,v
2068,p,n,f,s,n,n,f,v
2069,e,g,f,s,b,p,f,a
2070,e,g,x,f,b,n,f,y
2071,e,g,f,f,b,n,f,y
2072,e,g,x,f,b,n,f,v
2073,e,g,x,f,b,w,f,y
2074,e,n,x,f,b,u,f,y
2077,e,n,x,f,b,n,f,v
2078,e,n,f,y,b,w,f,y
2079,e,g,x,s,b,n,f,s
2080,e,e,x,y,b,u,f,y
2082,e,w,f,s,b,p,f,s
2084,e,n,f,f,b,u,f,v
2085,e,g,f,f,b,n,f,s
2086,e,g,f,f,b,n,f,s
2088,e,g,x,f,b,p,f,y
2089,e,e,x,f,b,n,f,y
2090,p,n,f,y,n,p,f,s
2091,e,g,x,y,b,p,f,v
2093,e,w,b,s,b,g,f,s
2094,e,w,x,s,b,h,f,s
2095,e,n,f,f,b,k,f,s
2096,e,g,x,y,b,p,f,y
2097,e,g,f,f,b,n,f,v
2099,p,w,x,s,n,n,f,s
2100,e,n,x,s,b,k,f,a
2101,e,g,x,y,b,p,f,y
2102,e,g,f,f,b,p,f,v
2103,e,n,x,y,b,w,f,v
2104,e,e,x,f,b,p,f,y
2105,e,n,f,f,b,w,f,y
2106,e,e,x,f,b,u,f,y
2107,e,n,f,f,b,p,f,v
2108,e,e,x,y,b,u,f,y
2109,e,g,x,f,b,w,f,v
2110,e,g,f,f,b,p,f,v
2111,e,e,x,f,b,w,f,v
2112,e,e,x,y,b,u,f,v
2113,p,w,x,s,n,w,f,v
2114,e,e,x,f,b,n,f,v
2115,e,g,x,y,b,p,f,v
2116,e,n,x,f,b,p,f,y
2117,e,e,x,y,b,w,f,y
2120,e,g,x,y,b,u,f,v
2121,e,e,x,f,b,p,f,y
2125,e,g,f,y,b,w,f,v
2127,e,g,x,f,b,p,f,y
2128,e,g,x,y,b,n,f,v
2129,p,g,x,f,b,p,f,y
2131,e,e,x,f,b,n,f,v
2134,e,n,f,f,b,n,f,y
2135,e,n,x,f,b,w,f,v
2136,e,g,x,y,b,u,f,y
2137,e,g,x,y,b,w,f,v
2138,e,e,x,f,b,u,f,v
2139,e,n,x,y,b,n,f,y
2142,e,e,x,y,b,u,f,v
2143,e,n,x,y,b,p,f,y
2144,e,e,x,y,b,n,f,y
2145,e,n,f,y,b,p,f,v
2146,e,n,f,y,b,n,f,v
2147,e,n,x,y,b,n,f,v
2148,p,n,f,s,n,n,f,v
2149,e,e,f,f,b,u,f,y
2150,p,w,x,s,n,w,f,s
2151,e,e,x,f,b,u,f,y
2152,e,n,f,f,b,p,f,y
2153,e,n,x,y,b,u,f,v
2154,e,e,f,f,b,p,f,v
2155,e,e,x,f,b,n,f,y
2156,e,g,x,f,b,p,f,v
2158,e,n,f,f,b,u,f,v
2160,e,e,x,f,b,u,f,v
2161,e,n,x,f,b,u,f,y
2162,e,e,x,f,b,p,f,y
2163,e,g,f,f,b,p,f,v
2169,e,g,x,y,b,n,f,y
2170,e,e,x,y,b,p,f,v
2173,e,g,f,f,b,n,f,v
2175,e,e,x,y,b,n,f,y
2176,e,n,f,f,b,p,f,v
2177,e,n,f,f,b,w,f,y
2178,e,e,x,y,b,p,f,v
2179,p,g,x,f,b,p,f,y
2180,e,g,x,y,b,u,f,y
2181,e,e,x,f,b,w,f,y
2182,e,n,x,y,b,u,f,v
2183,e,n,f,f,b,p,f,y
2185,e,n,f,f,b,p,f,v
2186,e,n,f,y,b,p,f,y
2187,e,g,f,f,b,p,f,y
2189,e,g,x,f,b,w,f,v
2190,e,g,x,f,b,u,f,v
2191,e,n,x,f,b,u,f,v
2192,e,g,x,f,b,w,f,y
2193,e,g,x,s,b,k,f,s
2194,e,e,x,y,b,u,f,y
2195,e,g,f,f,b,p,f,y
2196,e,e,x,y,b,n,f,v
2197,e,g,f,f,b,n,f,v
2198,e,g,x,f,b,u,f,y
2199,e,g,x,f,b,n,f,v
2200,e,g,f,f,b,p,f,y
2202,e,n,x,f,b,w,f,y
2203,e,n,f,f,b,w,f,v
2204,e,g,f,f,b,p,f,y
2205,e,g,x,y,b,w,f,y
2206,e,e,x,f,b,u,f,v
2207,e,e,x,y,b,u,f,v
2208,e,n,x,f,b,w,f,y
2209,e,g,f,y,b,w,f,y
2211,p,p,x,s,n,g,f,s
2212,e,n,x,y,b,p,f,y
2213,e,g,f,f,b,n,f,v
2214,e,e,x,y,b,p,f,y
2215,e,n,f,f,b,p,f,v
2216,e,n,x,y,b,w,f,v
2217,e,g,x,f,b,w,f,y
2218,e,n,f,f,b,p,f,v
2219,e,n,x,y,b,n,f,v
2220,e,n,x,y,b,w,f,v
2223,e,e,x,y,b,n,f,v
2224,e,e,x,y,b,u,f,v
2228,e,w,x,f,b,k,f,s
2230,e,e,x,f,b,p,f,v
2231,e,g,x,y,b,p,f,v
2232,e,e,x,f,b,w,f,v
2233,e,g,x,f,b,p,f,y
2235,e,g,f,y,b,p,f,v
2236,e,e,x,y,b,p,f,y
2237,e,g,x,y,b,p,f,y
2238,e,g,f,f,b,h,f,s
2239,p,g,x,f,b,g,f,y
2241,e,e,x,y,b,w,f,y
2243,e,n,f,y,b,u,f,y
2244,e,e,x,f,b,n,f,y
2245,e,e,x,y,b,n,f,v
2246,e,g,x,f,b,n,f,v
2247,e,g,x,y,b,p,f,v
2248,e,g,x,f,b,n,f,a
2249,e,n,x,f,b,u,f,y
2250,e,e,f,f,b,n,f,y
2251,e,g,x,y,b,u,f,y
2252,e,n,f,f,b,w,f,y
2253,e,g,f,f,b,h,f,s
2254,e,g,f,f,b,p,f,v
2255,e,n,x,y,b,w,f,v
2256,e,g,f,f,b,p,f,y
2257,e,n,f,y,b,u,f,y
2258,e,g,x,f,b,w,f,v
2259,e,e,x,y,b,u,f,v
2260,e,n,x,y,b,n,f,v
2261,e,g,f,s,b,n,f,a
2262,e,n,x,f,b,w,f,y
2263,e,n,f,f,b,n,f,y
2264,e,e,x,y,b,w,f,y
2265,e,e,x,y,b,w,f,y
2266,e,n,x,y,b,n,f,y
2268,e,n,x,y,b,p,f,v
2269,e,e,x,y,b,p,f,y
2270,e,g,x,f,b,p,f,v
2271,e,g,f,f,b,n,f,v
2272,e,n,f,f,b,n,f,s
2273,e,g,f,f,b,n,f,v
2274,e,e,x,y,b,u,f,y
2276,e,n,x,y,b,u,f,y
2277,e,e,x,f,b,u,f,y
2279,e,g,x,f,b,n,f,v
2281,e,n,x,f,b,p,f,y
2283,e,e,x,f,b,p,f,v
2284,e,g,f,f,b,n,f,y
2286,p,p,x,s,n,n,f,v
2287,e,g,f,y,b,w,f,y
2288,e,n,f,f,b,p,f,y
2290,e,n,x,y,b,u,f,y
2291,e,g,x,y,b,u,f,y
2292,e,e,x,y,b,n,f,v
2293,e,e,x,y,b,n,f,v
2294,e,e,x,y,b,p,f,v
2295,e,g,x,f,b,p,f,y
2296,e,w,f,s,b,n,f,s
2297,e,g,x,y,b,p,f,v
2298,e,n,x,f,b,p,f,s
2299,e,n,x,f,b,w,f,y
2300,e,g,x,y,b,p,f,v
2301,e,e,x,y,b,p,f,v
2303,e,g,x,f,b,w,f,v
2304,e,g,x,f,b,w,f,y
2305,e,g,x,y,b,w,f,v
2306,e,g,x,y,b,n,f,y
2307,e,g,f,y,b,p,f,v
2308,e,e,x,f,b,p,f,v
2309,e,e,x,y,b,n,f,y
2310,e,n,x,f,b,w,f,v
2311,e,n,x,f,b,w,f,y
2312,e,n,f,f,b,n,f,v
2313,e,n,f,f,b,p,f,y
2314,e,g,x,y,b,u,f,v
2315,e,e,x,f,b,w,f,y
2316,e,n,f,y,b,w,f,v
2317,e,e,x,y,b,p,f,v
2319,e,g,x,y,b,p,f,y
2320,e,n,f,f,b,n,f,v
2321,e,g,x,y,b,w,f,y
2322,e,e,x,y,b,w,f,v
2323,e,n,x,y,b,p,f,y
2324,e,g,x,f,b,w,f,y
2325,e,e,x,f,b,u,f,y
2326,e,n,x,f,b,u,f,v
2329,e,n,x,f,b,w,f,v
2330,e,e,x,y,b,w,f,y
2331,e,n,f,f,b,w,f,v
2332,e,n,x,y,b,w,f,v
2333,e,n,f,f,b,n,f,y
2334,e,e,x,y,b,u,f,y
2335,e,e,x,y,b,u,f,y
2336,e,g,x,f,b,w,f,v
2337,e,g,x,f,b,p,f,v
2338,e,e,f,f,b,u,f,v
2339,e,n,x,f,b,w,f,y
2340,e,e,x,y,b,n,f,y
2341,e,g,x,y,b,u,f,v
2342,e,g,x,y,b,u,f,y
2343,e,e,x,f,b,u,f,v
2344,e,n,f,f,b,w,f,v
2345,e,n,x,y,b,p,f,y
2346,e,g,x,y,b,u,f,v
2348,e,g,f,y,b,w,f,y
2349,e,g,f,s,b,n,f,s
2350,e,n,f,f,b,u,f,y
2351,e,e,x,y,b,w,f,y
2352,p,w,f,y,n,w,f,s
2353,e,g,x,y,b,n,f,v
2354,e,n,f,f,b,w,f,y
2355,e,g,x,f,b,w,f,y
2356,e,e,x,f,b,n,f,v
2357,e,g,f,f,b,n,f,v
2359,e,e,x,y,b,n,f,y
2360,e,n,x,y,b,n,f,v
2362,e,n,f,f,b,p,f,y
2363,e,g,x,y,b,u,f,y
2364,e,n,x,y,b,n,f,y
2365,e,e,x,f,b,w,f,v
2366,e,n,f,f,b,p,f,y
2367,e,e,x,f,b,n,f,v
2368,e,w,f,s,b,k,f,a
2369,e,n,x,y,b,n,f,v
2370,e,g,x,f,b,w,f,y
2371,e,n,x,f,b,w,f,y
2373,e,n,f,f,b,n,f,y
2374,e,n,x,f,b,u,f,v
2375,e,n,x,y,b,p,f,y
2376,p,w,f,s,n,w,f,v
2378,e,w,f,s,b,k,f,s
2379,e,g,x,s,b,p,f,s
2380,e,g,x,f,b,p,f,v
2382,e,e,x,f,b,n,f,v
2385,e,n,x,f,b,w,f,v
2387,e,e,x,y,b,w,f,y
2388,e,n,x,f,b,h,f,a
2389,p,w,x,s,n,n,f,v
2390,e,g,x,y,b,p,f,y
2391,e,n,f,f,b,n,f,v
2392,e,n,x,f,b,p,f,y
2393,e,g,x,y,b,u,f,v
2394,e,g,x,y,b,w,f,v
2395,e,n,f,f,b,u,f,v
2397,e,g,x,f,b,u,f,v
2398,e,g,f,f,b,n,f,y
2399,e,e,x,y,b,u,f,y
2401,p,w,x,s,n,n,f,v
2402,e,g,f,f,b,n,f,v
2403,e,g,x,f,b,p,f,v
2404,e,e,f,y,b,w,f,v
2406,e,n,x,y,b,w,f,v
2408,e,e,x,f,b,w,f,y
2409,e,e,x,y,b,w,f,y
2412,e,n,f,f,b,p,f,v
2413,e,n,x,y,b,p,f,v
2414,e,g,x,y,b,n,f,v
2415,e,g,x,f,b,u,f,v
2416,e,n,x,y,b,p,f,y
2417,e,n,f,f,b,w,f,v
2418,e,n,x,y,b,u,f,y
2419,e,n,x,y,b,p,f,y
2420,e,n,f,f,b,p,f,v
2421,e,n,x,f,b,u,f,y
2422,e,n,x,f,b,p,f,v
2423,e,n,x,y,b,p,f,y
2425,e,e,x,f,b,u,f,y
2426,e,n,f,f,b,p,f,v
2427,p,p,x,s,n,g,f,v
2428,e,e,x,f,b,u,f,y
2429,e,n,f,f,b,w,f,y
2430,e,n,x,f,b,w,f,y
2431,e,e,f,f,b,u,f,v
2432,e,e,x,y,b,n,f,y
2433,e,g,x,f,b,w,f,y
2434,e,g,x,f,b,n,f,y
2435,e,g,x,f,b,p,f,v
2436,e,g,x,f,b,u,f,y
2438,e,e,x,f,b,u,f,v
2439,e,n,f,y,b,p,f,y
2440,e,e,f,y,b,u,f,v
2442,e,g,x,y,b,w,f,y
2443,e,g,x,f,b,n,f,y
2444,p,g,x,f,b,h,f,y
2445,e,n,x,y,b,u,f,v
2446,e,e,x,y,b,p,f,y
2448,e,n,f,f,b,p,f,y
2449,e,n,f,f,b,p,f,v
2450,e,g,f,f,b,n,f,y
2451,e,g,f,f,b,p,f,y
2452,e,g,x,y,b,w,f,y
2453,e,g,x,f,b,k,f,a
2454,e,g,x,y,b,n,f,y
2455,e,e,x,f,b,p,f,y
2456,e,n,f,f,b,p,f,v
2457,e,e,x,y,b,n,f,y
2458,e,g,x,f,b,p,f,v
2459,e,n,x,f,b,p,f,y
2460,e,e,x,y,b,w,f,v
2461,e,n,x,f,b,w,f,v
2462,e,g,f,f,b,p,f,y
2463,e,g,x,y,b,n,f,y
2464,e,g,x,y,b,u,f,v
2465,e,n,f,f,b,u,f,y
2466,e,g,x,f,b,p,f,v
2468,e,e,x,y,b,p,f,v
2469,e,n,x,f,b,u,f,y
2470,e,g,x,y,b,w,f,v
2472,e,g,x,f,b,p,f,v
2473,e,n,x,f,b,w,f,v
2475,e,g,x,y,b,p,f,y
2476,e,e,x,y,b,n,f,v
2477,e,n,x,y,b,w,f,v
2478,e,g,x,y,b,u,f,y
2479,p,n,f,y,n,k,f,s
2480,e,g,x,s,b,n,f,s
2481,e,g,x,f,b,u,f,v
2482,e,e,x,f,b,n,f,y
2483,p,p,x,s,n,u,f,s
2484,e,n,x,y,b,w,f,y
2486,e,n,x,y,b,p,f,y
2487,e,e,x,y,b,u,f,v
2488,e,w,x,s,b,k,f,s
2489,e,g,f,f,b,p,f,v
2490,e,g,x,y,b,n,f,v
2491,e,g,x,y,b,n,f,v
2492,e,e,x,f,b,n,f,y
2493,e,g,x,y,b,n,f,v
2495,e,e,x,f,b,p,f,y
2496,p,w,f,y,n,p,f,v
2498,e,e,x,f,b,w,f,y
2499,e,e,x,f,b,n,f,v
2500,e,g,x,y,b,p,f,v
2502,e,n,x,f,b,k,f,a
2504,e,n,f,f,b,n,f,v
2505,e,e,x,y,b,p,f,y
2506,e,e,x,y,b,u,f,y
2507,e,e,x,y,b,p,f,y
2508,e,n,f,f,b,w,f,y
2510,e,n,f,f,b,w,f,v
2511,e,e,f,f,b,n,f,y
2512,e,e,x,y,b,w,f,v
2514,e,n,f,f,b,u,f,y
2517,e,n,x,y,b,p,f,v
2518,e,e,x,f,b,w,f,y
2519,e,w,f,s,b,n,f,s
2520,e,g,x,y,b,u,f,y
2522,e,n,f,f,b,n,f,v
2523,e,n,f,f,b,p,f,v
2524,e,n,x,y,b,n,f,y
2525,e,g,x,y,b,n,f,y
2526,e,n,x,y,b,n,f,v
2527,e,g,x,f,b,u,f,y
2528,e,n,x,y,b,w,f,y
2529,e,n,x,y,b,p,f,v
2530,e,n,f,f,b,p,f,y
2531,e,g,x,y,b,n,f,v
2532,e,e,x,y,b,w,f,y
2533,e,n,x,y,b,n,f,y
2535,e,g,f,f,b,u,f,v
2536,e,e,x,y,b,u,f,v
2537,p,g,x,f,b,h,f,v
2539,e,e,x,f,b,n,f,v
2540,p,g,x,f,b,h,f,y
2541,p,p,x,f,n,n,f,s
2542,e,g,x,f,b,u,f,v
2543,e,g,f,f,b,p,f,y
2544,e,g,x,f,b,u,f,v
2545,e,g,x,y,b,w,f,y
2547,e,g,f,f,b,n,f,y
2549,e,e,x,f,b,p,f,v
2550,e,n,x,f,b,w,f,y
2551,e,n,x,y,b,u,f,v
2552,e,n,f,f,b,p,f,y
2553,e,n,f,f,b,u,f,v
2554,e,g,f,f,b,n,f,y
2555,e,g,x,f,b,p,f,y
2556,e,n,x,y,b,u,f,v
2557,e,e,x,y,b,w,f,v
2558,e,n,f,f,b,u,f,v
2559,e,g,x,y,b,n,f,v
2560,e,n,x,y,b,u,f,y
2561,p,w,x,f,n,g,f,v
2562,e,n,f,f,b,u,f,y
2564,e,n,x,y,b,n,f,y
2565,e,g,f,f,b,n,f,v
2566,e,e,x,f,b,w,f,y
2567,p,g,x,f,b,p,f,y
2570,e,e,f,y,b,w,f,v
2571,e,e,x,f,b,p,f,v
2572,p,g,x,f,b,p,f,v
2573,e,n,x,y,b,w,f,y
2574,e,n,x,y,b,p,f,v
2576,e,n,x,y,b,n,f,y
2577,e,g,x,y,b,u,f,y
2578,e,n,x,y,b,n,f,y
2579,e,g,x,f,b,p,f,y
2580,e,e,x,y,b,n,f,y
2581,e,e,x,y,b,n,f,v
2583,e,e,f,f,b,n,f,v
2584,e,n,f,f,b,n,f,v
2586,e,g,x,y,b,p,f,v
2587,e,g,x,y,b,w,f,y
2588,e,e,x,f,b,u,f,v
2589,e,n,f,f,b,w,f,v
2590,e,n,f,f,b,p,f,v
2591,e,e,x,y,b,p,f,y
2592,e,n,x,y,b,n,f,v
2593,e,n,f,f,b,p,f,y
2594,e,n,f,f,b,w,f,v
2595,p,g,x,f,b,g,f,v
2596,e,g,x,f,b,n,f,y
2597,e,n,x,y,b,w,f,y
2598,e,g,x,f,b,n,f,y
2600,e,g,x,y,b,w,f,v
2601,e,n,f,f,b,u,f,y
2602,e,g,f,f,b,n,f,y
2603,e,n,x,y,b,n,f,v
2604,e,e,x,f,b,w,f,y
2605,e,n,f,f,b,n,f,v
2609,e,e,x,f,b,n,f,y
2610,e,e,x,f,b,n,f,v
2611,e,e,x,y,b,p,f,y
2612,e,g,f,y,b,w,f,v
2613,e,n,f,f,b,u,f,y
2614,e,g,x,f,b,n,f,y
2615,e,g,f,f,b,p,f,v
2616,e,n,x,y,b,w,f,y
2617,e,g,x,y,b,p,f,y
2618,e,g,x,y,b,u,f,y
2619,e,n,x,f,b,w,f,y
2620,e,e,x,y,b,p,f,y
2621,e,n,f,f,b,u,f,v
2624,e,n,f,f,b,u,f,y
2626,e,g,x,f,b,w,f,v
2627,e,n,x,y,b,p,f,v
2628,p,g,x,f,n,g,f,v
2629,e,g,f,f,b,n,f,v
2632,e,n,f,f,b,w,f,v
2635,e,g,x,y,b,w,f,v
2636,e,e,f,y,b,p,f,v
2637,e,g,x,y,b,n,f,y
2638,e,g,x,f,b,n,f,v
2639,e,g,f,f,b,n,f,v
2640,e,n,x,y,b,p,f,v
2641,e,n,f,f,b,u,f,y
2642,e,e,x,y,b,p,f,v
2644,e,n,f,y,b,u,f,v
2645,e,n,x,y,b,w,f,y
2647,e,g,f,f,b,p,f,y
2648,e,w,f,f,b,h,f,s
2649,e,n,x,y,b,p,f,v
2650,e,g,x,f,b,u,f,y
2651,e,e,f,y,b,n,f,y
2652,e,e,x,f,b,w,f,v
2653,e,n,x,y,b,u,f,y
2655,e,g,x,y,b,p,f,v
2656,e,n,f,f,b,w,f,v
2657,e,e,x,y,b,u,f,y
2658,e,e,x,y,b,p,f,v
2659,e,e,x,y,b,w,f,v
2661,e,e,x,f,b,p,f,v
2663,e,n,f,f,b,p,f,y
2665,e,g,x,f,b,p,f,v
2666,e,g,x,y,b,u,f,y
2667,e,n,x,y,b,n,f,v
2668,e,e,x,f,b,n,f,y
2669,e,e,x,f,b,w,f,y
2670,e,g,x,f,b,u,f,y
2671,e,e,x,f,b,w,f,v
2672,e,n,f,f,b,n,f,y
2673,e,e,x,f,b,p,f,v
2674,e,n,f,f,b,w,f,y
2675,e,n,f,f,b,w,f,v
2676,e,n,f,f,b,u,f,v
2677,e,g,x,f,b,n,f,v
2678,e,e,x,f,b,u,f,v
2680,e,g,f,f,b,n,f,y
2681,e,n,f,f,b,p,f,v
2683,e,n,f,f,b,u,f,v
2684,p,p,x,f,n,p,f,v
2685,e,e,x,f,b,p,f,y
2686,e,n,x,f,b,w,f,v
2688,e,n,f,f,b,n,f,v
2689,e,n,f,f,b,w,f,y
2690,e,g,x,y,b,w,f,v
2691,e,n,f,s,b,n,f,a
2692,e,g,x,y,b,w,f,y
2693,e,n,x,y,b,w,f,v
2694,e,n,x,y,b,p,f,v
2695,e,g,f,f,b,p,f,v
2696,e,e,x,f,b,n,f,y
2698,p,g,x,f,b,h,f,y
2699,e,e,x,y,b,w,f,v
2700,e,g,x,f,b,u,f,v
2701,e,e,x,f,b,n,f,v
2702,e,e,x,f,b,n,f,y
2703,e,e,x,y,b,n,f,v
2705,e,n,f,f,b,u,f,v
2706,e,n,x,y,b,w,f,v
2708,e,e,x,y,b,w,f,v
2709,e,n,x,y,b,n,f,y
2710,e,g,x,y,b,u,f,v
2711,e,n,x,y,b,u,f,v
2712,e,e,x,y,b,p,f,y
2713,e,e,x,f,b,u,f,y
2714,e,e,x,f,b,u,f,y
2715,e,e,x,y,b,p,f,v
2716,e,n,x,y,b,p,f,y
2717,e,e,x,f,b,p,f,y
2718,e,e,f,f,b,w,f,v
2719,e,n,f,f,b,w,f,y
2720,e,e,x,y,b,u,f,v
2721,e,n,x,f,b,u,f,v
2722,e,e,x,y,b,n,f,y
2723,e,g,f,f,b,p,f,y
2724,e,n,x,y,b,p,f,v
2725,e,e,f,y,b,n,f,v
2726,e,n,x,y,b,u,f,y
2727,e,e,x,y,b,p,f,y
2728,e,g,x,y,b,u,f,y
2729,e,g,f,y,b,p,f,v
2730,e,n,x,y,b,u,f,y
2731,e,g,x,s,b,h,f,s
2732,e,n,f,f,b,n,f,y
2733,e,g,x,y,b,w,f,y
2734,e,g,x,y,b,n,f,y
2735,e,n,x,f,b,u,f,y
2736,e,e,x,f,b,u,f,v
2737,e,e,x,y,b,n,f,y
2738,e,n,x,y,b,w,f,y
2740,e,e,x,y,b,u,f,y
2741,e,n,x,y,b,u,f,y
2742,e,g,f,f,b,p,f,y
2744,e,n,f,y,b,p,f,v
2745,e,n,x,y,b,w,f,v
2746,e,e,x,f,b,w,f,y
2747,e,g,x,f,b,n,f,v
2748,e,n,x,y,b,u,f,y
2749,e,g,x,y,b,n,f,y
2750,p,g,x,f,n,p,f,v
2751,e,n,x,y,b,n,f,y
2752,e,g,x,f,b,p,f,y
2753,e,n,x,y,b,n,f,y
2755,e,n,x,y,b,w,f,v
2756,e,n,f,f,b,p,f,v
2757,e,n,f,f,b,w,f,y
2759,e,n,f,f,b,p,f,y
2760,e,n,f,f,b,w,f,y
2761,e,g,f,y,b,u,f,y
2763,e,g,x,y,b,w,f,y
2764,e,g,x,y,b,u,f,v
2765,e,n,f,f,b,u,f,v
2766,e,g,x,f,b,n,f,v
2768,e,n,f,f,b,w,f,v
2769,e,g,x,y,b,w,f,y
2770,e,g,x,f,b,u,f,y
2771,p,g,x,f,b,g,f,y
2772,e,n,f,f,b,u,f,v
2773,e,e,x,y,b,n,f,v
2774,e,n,x,y,b,u,f,v
2775,e,e,x,f,b,p,f,v
2776,e,e,x,f,b,p,f,y
2778,e,n,f,f,b,n,f,v
2779,e,e,x,f,b,n,f,v
