specimen,class,cap.color,cap.shape,cap.surface,gill.size,gill.color,gill.attachment,population
7404,p,e,k,y,n,b,f,v
7407,p,e,k,y,n,b,f,v
7410,p,e,k,y,n,b,f,v
7412,e,g,b,s,b,p,f,s
7414,e,n,b,s,b,y,a,v
7415,p,n,x,s,n,b,f,v
7416,e,g,x,s,b,w,f,v
7422,p,n,k,y,n,b,f,v
7429,p,n,k,y,n,b,f,v
7431,p,e,k,s,n,b,f,v
7434,p,e,f,s,n,b,f,v
7436,p,e,k,s,n,b,f,v
7441,e,n,k,s,b,n,a,v
7448,p,e,k,y,n,b,f,v
7459,p,n,k,s,n,b,f,v
7460,e,n,b,s,b,n,a,c
7464,e,g,x,s,b,w,f,s
7466,p,e,k,s,n,b,f,v
7472,p,e,k,y,n,b,f,v
7482,e,n,f,s,b,w,f,v
7484,p,y,f,y,n,y,f,c
7486,p,e,f,y,b,y,a,c
7503,p,e,k,s,n,b,f,v
7504,p,e,k,y,n,b,f,v
7506,p,n,k,s,n,b,f,v
7517,e,n,x,s,b,n,a,c
7525,e,w,b,s,b,g,f,s
7529,e,g,b,f,b,g,f,s
7532,e,n,x,s,b,n,a,c
7536,e,w,x,s,b,g,f,n
7539,p,e,k,s,n,b,f,v
7545,p,n,k,y,n,b,f,v
7556,e,n,f,s,b,y,a,c
7559,e,n,x,s,b,n,a,v
7560,e,w,x,f,b,g,f,n
7564,p,e,k,y,n,b,f,v
7567,e,g,x,f,b,w,f,s
7574,e,g,b,s,b,g,f,s
7576,p,n,k,s,n,b,f,v
7578,p,n,k,y,n,b,f,v
7598,e,n,x,s,b,w,f,v
7603,e,n,x,s,b,w,f,y
7605,e,g,k,f,b,p,f,s
7607,p,e,k,s,n,b,f,v
7610,e,g,x,f,b,p,f,n
7612,p,e,k,y,n,b,f,v
7613,e,n,b,s,b,y,a,c
7620,p,e,k,s,n,b,f,v
7622,p,n,k,y,n,b,f,v
7628,e,n,x,s,b,o,a,c
7632,e,w,b,f,b,w,f,s
7634,p,e,f,y,n,b,f,v
7640,p,e,k,y,n,b,f,v
7643,e,g,k,f,b,g,f,n
7647,p,e,f,y,n,b,f,v
7656,p,n,k,s,n,b,f,v
7667,p,e,k,y,n,b,f,v
7669,p,n,k,y,n,b,f,v
7674,e,c,f,y,b,w,f,v
7679,e,g,b,f,b,g,f,s
7681,e,w,b,f,b,p,f,s
7684,p,e,k,y,n,b,f,v
7688,p,n,k,y,n,b,f,v
7690,e,n,k,s,b,o,a,v
7703,e,n,f,y,b,w,f,y
7708,p,e,k,s,n,b,f,v
7709,p,e,k,y,n,b,f,v
7711,e,n,b,s,b,y,a,v
7718,e,n,b,y,b,w,f,y
7719,p,n,f,s,n,b,f,v
7721,e,g,b,s,b,w,f,s
7728,p,n,x,y,b,y,a,c
7729,p,e,k,y,n,b,f,v
7731,p,e,k,s,n,b,f,v
7733,p,n,k,s,n,b,f,v
7742,e,n,x,s,b,n,a,c
7743,p,n,k,s,n,b,f,v
7747,e,w,x,s,b,p,f,n
7750,e,w,k,f,b,p,f,n
7754,e,w,x,s,b,p,f,s
7757,p,n,k,y,n,b,f,v
7760,e,n,b,s,b,y,a,v
7761,p,e,k,s,n,b,f,v
7776,p,e,k,y,n,b,f,v
7781,p,e,k,s,n,b,f,v
7785,p,e,k,s,n,b,f,v
7802,p,c,f,y,b,w,a,c
7811,e,w,b,f,b,p,f,n
7813,p,n,k,y,n,b,f,v
7814,e,n,f,s,b,y,a,c
7816,p,e,k,s,n,b,f,v
7821,p,e,k,y,b,w,f,c
7822,p,e,k,y,n,b,f,v
7824,e,w,x,f,b,p,f,s
7828,p,n,k,s,n,b,f,v
7829,e,n,b,s,b,y,a,v
7846,e,n,x,s,b,y,a,c
7848,e,g,x,f,b,w,f,n
7849,p,n,k,s,n,b,f,v
7850,p,e,k,y,n,b,f,v
7859,e,g,x,f,b,w,f,n
7871,e,w,k,s,b,g,f,n
7878,p,n,x,s,n,b,f,v
7883,e,w,x,f,b,p,f,s
7888,e,n,x,y,b,w,f,y
7894,e,n,x,s,b,o,a,c
7901,e,w,x,f,b,w,f,s
7904,p,e,x,s,n,b,f,v
7905,e,g,x,f,b,p,f,s
7920,e,p,f,y,b,w,f,v
7934,e,g,x,f,b,w,f,s
7941,e,g,f,y,b,w,f,y
7944,p,n,k,y,n,b,f,v
7945,e,n,k,s,b,y,a,v
7964,p,n,k,y,n,b,f,v
7966,e,n,x,y,b,w,f,y
7971,e,n,x,s,b,o,a,c
7979,p,e,k,y,n,b,f,v
7991,p,n,k,y,n,b,f,v
7993,p,n,k,y,n,b,f,v
8002,e,n,x,y,b,w,f,y
8013,p,n,k,s,n,b,f,v
8019,e,w,x,s,b,w,f,s
8021,p,n,k,y,n,b,f,v
8024,p,e,k,s,n,b,f,v
8026,e,n,x,s,b,y,a,c
8029,p,n,k,s,n,b,f,v
8030,e,g,x,f,b,g,f,n
8035,e,n,k,s,b,n,a,c
8037,e,n,k,s,b,n,a,v
8040,p,e,k,s,n,b,f,v
8045,e,n,f,s,b,n,a,c
8050,p,n,k,y,n,b,f,v
8054,p,n,k,y,n,b,f,v
8059,p,e,k,s,n,b,f,v
8061,p,n,k,s,n,b,f,v
8066,e,n,k,s,b,y,a,v
8070,e,n,k,s,b,n,a,c
8084,p,n,k,y,n,b,f,v
8086,e,w,k,f,b,g,f,s
8087,e,n,k,s,b,n,a,v
8088,p,e,x,s,n,b,f,v
8094,p,n,x,s,n,b,f,v
8102,p,e,k,s,n,b,f,v
8104,e,n,k,s,b,y,a,c
8105,e,n,k,s,b,y,a,v
8107,e,n,k,s,b,o,a,v
8116,e,n,x,s,b,y,a,v
